name,urls,first
CeTF,https://bioconductor.org/packages/release/bioc/html/CeTF.html|https://github.com/cbiagii/CeTF,https://bioconductor.org/packages/release/bioc/html/CeTF.html
ClonoCluster,https://github.com/leeprichman/ClonoCluster,https://github.com/leeprichman/ClonoCluster
DepecheR,https://bioconductor.org/packages/release/bioc/html/DepecheR.html|https://github.com/Theorell/DepecheR,https://bioconductor.org/packages/release/bioc/html/DepecheR.html
Dino,https://bioconductor.org/packages/release/bioc/html/Dino.html|https://github.com/JBrownBiostat/Dino,https://bioconductor.org/packages/release/bioc/html/Dino.html
distinct,https://bioconductor.org/packages/release/bioc/html/distinct.html|https://github.com/SimoneTiberi/distinct,https://bioconductor.org/packages/release/bioc/html/distinct.html
Dozer,https://github.com/keleslab/Dozer,https://github.com/keleslab/Dozer
dreamlet,https://bioconductor.org/packages/release/bioc/html/dreamlet.html|https://github.com/DiseaseNeurogenomics/dreamlet,https://bioconductor.org/packages/release/bioc/html/dreamlet.html
ELSA,https://github.com/diazlab/ELSA,https://github.com/diazlab/ELSA
GenKI,https://github.com/yjgeno/GenKI,https://github.com/yjgeno/GenKI
LRLoop,https://github.com/Pinlyu3/LRLoop,https://github.com/Pinlyu3/LRLoop
MARGARET,https://github.com/Zafar-Lab/Margaret,https://github.com/Zafar-Lab/Margaret
mrtree,https://github.com/pengminshi/MRtree,https://github.com/pengminshi/MRtree
pmVAE,https://github.com/ratschlab/pmvae,https://github.com/ratschlab/pmvae
scBT,https://github.com/satabdisaha1288/scBT,https://github.com/satabdisaha1288/scBT
scCODE,https://github.com/XZouProjects/scCODE,https://github.com/XZouProjects/scCODE
scDEED,https://github.com/JSB-UCLA/scDEED,https://github.com/JSB-UCLA/scDEED
scGraph,https://github.com/QijinYin/scGraph,https://github.com/QijinYin/scGraph
scHinter,https://github.com/BMILAB/scHinter,https://github.com/BMILAB/scHinter
sciCAN,https://github.com/rpmccordlab/sciCAN,https://github.com/rpmccordlab/sciCAN
scNBMF,https://github.com/sqsun/scNBMF,https://github.com/sqsun/scNBMF
scPanoView,https://github.com/mhu10/scPanoView,https://github.com/mhu10/scPanoView
scSVA,https://github.com/klarman-cell-observatory/scSVA,https://github.com/klarman-cell-observatory/scSVA
SPaRTAN,https://SPaRTAN.readthedocs.io/en/latest/|https://github.com/osmanbeyoglulab/SPaRTAN,https://SPaRTAN.readthedocs.io/en/latest/
VALERIE,https://VALERIE.readthedocs.io/en/latest/|https://github.com/wenweixiong/VALERIE,https://VALERIE.readthedocs.io/en/latest/
ADImpute,https://bioconductor.org/packages/release/bioc/html/ADImpute.html|https://github.com/beyergroup/ADImpute,https://bioconductor.org/packages/release/bioc/html/ADImpute.html
BEARscc,https://bioconductor.org/packages/release/bioc/html/BEARscc.html|https://bitbucket.org/bsblabludwig/bearscc,https://bioconductor.org/packages/release/bioc/html/BEARscc.html
Canek,https://github.com/MartinLoza/Canek,https://github.com/MartinLoza/Canek
CausalDAG,https://CausalDAG.readthedocs.io/en/latest/|https://github.com/uhlerlab/causaldag,https://CausalDAG.readthedocs.io/en/latest/
COAC,https://github.com/ChengF-Lab/COAC,https://github.com/ChengF-Lab/COAC
coupleCoC_plus,https://github.com/cuhklinlab/coupleCoC_plus|https://github.com/cuhklinlab/coupleCoC_plus/tree/master/vignettes,https://github.com/cuhklinlab/coupleCoC_plus
DCA_R,https://github.com/cran/DCA,https://github.com/cran/DCA
deMULTIplex2,https://github.com/Gartner-Lab/deMULTIplex2,https://github.com/Gartner-Lab/deMULTIplex2
EPIC,https://EPIC.readthedocs.io/en/latest/|https://github.com/rujinwang/EPIC,https://EPIC.readthedocs.io/en/latest/
FEATS,https://FEATS.readthedocs.io/en/latest/|https://github.com/edwinv87/feats|https://github.com/edwinv87/feats/tree/master/docs,https://FEATS.readthedocs.io/en/latest/
FIRM,https://github.com/mingjingsi/FIRM,https://github.com/mingjingsi/FIRM
GraphEmbed,https://github.com/fabriziocosta/GraphEmbed,https://github.com/fabriziocosta/GraphEmbed
hbfm,https://github.com/mnsekula/hbfm,https://github.com/mnsekula/hbfm
OCAT,https://OCAT.readthedocs.io/en/latest/|https://github.com/bowang-lab/OCAT|https://github.com/bowang-lab/OCAT/tree/master/vignettes,https://OCAT.readthedocs.io/en/latest/
phyloRNA,https://github.com/bioDS/phyloRNA,https://github.com/bioDS/phyloRNA
PISCES,https://github.com/califano-lab/PISCES,https://github.com/califano-lab/PISCES
popsicleR,https://github.com/bicciatolab/popsicleR,https://github.com/bicciatolab/popsicleR
RCAv2,https://github.com/prabhakarlab/RCAv2,https://github.com/prabhakarlab/RCAv2
ReadZS,https://github.com/salzmanlab/ReadZS,https://github.com/salzmanlab/ReadZS
RVAgene,https://github.com/maclean-lab/RVAgene,https://github.com/maclean-lab/RVAgene
sc2marker,https://github.com/CostaLab/sc2marker,https://github.com/CostaLab/sc2marker
scACE,https://github.com/cuhklinlab/scACE,https://github.com/cuhklinlab/scACE
SCC,https://github.com/nwpuzhengyan/SCC,https://github.com/nwpuzhengyan/SCC
scDALI,https://github.com/PMBio/scdali,https://github.com/PMBio/scdali
scdNet,https://github.com/ChenLabGCCRI/scdNet,https://github.com/ChenLabGCCRI/scdNet
scFusion,https://github.com/XiDsLab/scFusion,https://github.com/XiDsLab/scFusion
schist,https://schist.readthedocs.io|https://github.com/dawe/schist,https://schist.readthedocs.io
sciCSR,https://github.com/Fraternalilab/sciCSR,https://github.com/Fraternalilab/sciCSR
scITD,https://github.com/kharchenkolab/scITD,https://github.com/kharchenkolab/scITD
scMAGIC,https://github.com/TianLab-Bioinfo/scMAGIC,https://github.com/TianLab-Bioinfo/scMAGIC
scREhurdle,https://github.com/mnsekula/scREhurdle,https://github.com/mnsekula/scREhurdle
scvr,https://github.com/pinellolab/singlecellvr,https://github.com/pinellolab/singlecellvr
signac,https://signac.readthedocs.io/en/latest/|https://github.com/bioturing/signac,https://signac.readthedocs.io/en/latest/
SparseDC,https://github.com/cran/SparseDC|https://github.com/cran/SparseDC/tree/master/vignettes,https://github.com/cran/SparseDC
Specter,https://specter.readthedocs.io/en/latest/|https://github.com/canzarlab/Specter,https://specter.readthedocs.io/en/latest/
SwarnSeq,https://github.com/sam-uofl/SwarnSeq,https://github.com/sam-uofl/SwarnSeq
UniPath,https://github.com/reggenlab/UniPath,https://github.com/reggenlab/UniPath
AWGAN,https://github.com/HelloWorldLTY/AWGAN,https://github.com/HelloWorldLTY/AWGAN
BDA,https://github.com/gbouland/BDA,https://github.com/gbouland/BDA
ClusterDE,https://github.com/SONGDONGYUAN1994/ClusterDE,https://github.com/SONGDONGYUAN1994/ClusterDE
COTAN,https://bioconductor.org/packages/release/bioc/html/COTAN.html|https://github.com/seriph78/COTAN,https://bioconductor.org/packages/release/bioc/html/COTAN.html
coupleCoC,https://github.com/cuhklinlab/coupleCoC,https://github.com/cuhklinlab/coupleCoC
EmptyNN,https://github.com/lkmklsmn/empty_nn,https://github.com/lkmklsmn/empty_nn
ENCORE,https://ENCORE.readthedocs.io/en/latest/|https://github.com/SONG0417/ENCORE_V1.0,https://ENCORE.readthedocs.io/en/latest/
Neighbor-seq,https://github.com/sjdlabgroup/Neighborseq,https://github.com/sjdlabgroup/Neighborseq
SampleQC,https://github.com/wmacnair/sampleqc,https://github.com/wmacnair/sampleqc
scDBM,https://github.com/MTreppner/scDBM.jl,https://github.com/MTreppner/scDBM.jl
scDEA,https://github.com/Zhangxf-ccnu/scDEA,https://github.com/Zhangxf-ccnu/scDEA
scMiko,https://github.com/NMikolajewicz/scMiko,https://github.com/NMikolajewicz/scMiko
SCOUT,https://SCOUT.readthedocs.io/en/latest/|https://github.com/statway/SCOUT|https://doi.org/10.1038/s41587-021-01087-z,https://SCOUT.readthedocs.io/en/latest/
scPopCorn,https://github.com/ncbi/scPopCorn|https://doi.org/10.1038/s41587-021-01087-z,https://github.com/ncbi/scPopCorn
scVirtualCyto,https://github.com/FredPont/single-cell-virtual-cytometer|https://doi.org/10.1038/s41587-021-01087-z,https://github.com/FredPont/single-cell-virtual-cytometer
TCM,https://github.com/gongx030/tcm|https://doi.org/10.1038/s41587-021-01087-z,https://github.com/gongx030/tcm
Tempo,https://Tempo.readthedocs.io/en/latest/|https://github.com/bauerbach95/tempo|https://grafana.com/docs/tempo/latest/|https://doi.org/10.1038/s41587-021-01087-z,https://Tempo.readthedocs.io/en/latest/
TraSig,https://github.com/doraadong/TraSig|https://doi.org/10.1038/s41587-021-01087-z|https://forum.xda-developers.com/m/trasig.2181902/about,https://github.com/doraadong/TraSig
acorde,https://github.com/ConesaLab/acorde|https://doi.org/10.1038/s41587-021-01087-z,https://github.com/ConesaLab/acorde
baredSC,https://baredSC.readthedocs.io/en/latest/|https://github.com/lldelisle/baredSC|https://doi.org/10.1038/s41587-021-01087-z,https://baredSC.readthedocs.io/en/latest/
ClustAssess,https://github.com/Core-Bioinformatics/ClustAssess|https://doi.org/10.1038/s41587-021-01087-z,https://github.com/Core-Bioinformatics/ClustAssess
CommPath,https://github.com/yingyonghui/CommPath|https://doi.org/10.1038/s41587-021-01087-z,https://github.com/yingyonghui/CommPath
Cytopath,https://Cytopath.readthedocs.io/en/latest/|https://github.com/aron0093/cytopath,https://Cytopath.readthedocs.io/en/latest/
DCLEAR,https://github.com/ikwak2/DCLEAR,https://github.com/ikwak2/DCLEAR
de-goulash,https://github.com/genid/de-goulash,https://github.com/genid/de-goulash
DeepCCI,https://github.com/JiangBioLab/DeepCCI,https://github.com/JiangBioLab/DeepCCI
DREEP,https://github.com/gambalab/DREEP,https://github.com/gambalab/DREEP
DTWScore,https://github.com/xiaoxiaoxier/DTWscore,https://github.com/xiaoxiaoxier/DTWscore
GPseudoRank,https://github.com/magStra/GPseudoRank,https://github.com/magStra/GPseudoRank
ImmClassifier,https://github.com/xliu-uth/ImmClassifier,https://github.com/xliu-uth/ImmClassifier
k-branches,https://github.com/theislab/kbranches,https://github.com/theislab/kbranches
MarkerCount,https://github.com/combio-dku/MarkerCount,https://github.com/combio-dku/MarkerCount
MetaTiME,https://MetaTiME.readthedocs.io/en/latest/|https://github.com/yi-zhang/MetaTiME,https://MetaTiME.readthedocs.io/en/latest/
mmutil,https://github.com/ypark/mmutil,https://github.com/ypark/mmutil
RgCop,https://github.com/Snehalikalall/RgCop,https://github.com/Snehalikalall/RgCop
ROSeq,https://bioconductor.org/packages/release/bioc/html/ROSeq.html|https://github.com/malaalam/ROSeq,https://bioconductor.org/packages/release/bioc/html/ROSeq.html
ROSeq-R,https://github.com/krishan57gupta/ROSeq,https://github.com/krishan57gupta/ROSeq
SC3s,https://github.com/hemberg-lab/sc3s,https://github.com/hemberg-lab/sc3s
scAmpi,https://github.com/ETH-NEXUS/scAmpi_single_cell_RNA,https://github.com/ETH-NEXUS/scAmpi_single_cell_RNA
scAR,https://scAR.readthedocs.io/en/latest/|https://github.com/CaibinSh/scAR,https://scAR.readthedocs.io/en/latest/
Scedar,https://Scedar.readthedocs.io/en/latest/|https://github.com/TaylorResearchLab/scedar,https://Scedar.readthedocs.io/en/latest/
scEFSC,https://github.com/Conan-Bian/scEFSC,https://github.com/Conan-Bian/scEFSC
scfind,https://github.com/hemberg-lab/scfind,https://github.com/hemberg-lab/scfind
SCHNAPPs,https://github.com/C3BI-pasteur-fr/UTechSCB-SCHNAPPs,https://github.com/C3BI-pasteur-fr/UTechSCB-SCHNAPPs
scMayoMap,https://github.com/chloelulu/scMayoMap,https://github.com/chloelulu/scMayoMap
scPretrain,https://github.com/ruiyi-zhang/scPretrain,https://github.com/ruiyi-zhang/scPretrain
scQuint,https://github.com/songlab-cal/scquint,https://github.com/songlab-cal/scquint
scTIM,https://github.com/Frank-Orwell/scTIM,https://github.com/Frank-Orwell/scTIM
SEVtras,https://SEVtras.readthedocs.io/en/latest/|https://github.com/bioinfo-biols/SEVtras,https://SEVtras.readthedocs.io/en/latest/
SigHotSpotter,https://gitlab.com/srikanth.ravichandran/sighotspotter,https://gitlab.com/srikanth.ravichandran/sighotspotter
SinCHet,http://labpages2.moffitt.org/chen/software,http://labpages2.moffitt.org/chen/software
TITAN,https://TITAN.readthedocs.io/en/latest/|https://github.com/ohsu-cedar-comp-hub/TITAN,https://TITAN.readthedocs.io/en/latest/
Triangulate,https://github.com/SchulzLab/Triangulate,https://github.com/SchulzLab/Triangulate
UniverSC,https://github.com/minoda-lab/universc|https://github.com/minoda-lab/UniverSC,https://github.com/minoda-lab/universc
BC_tSNE,https://github.com/emanuelealiverti/BC_tSNE,https://github.com/emanuelealiverti/BC_tSNE
BingleSeq,https://github.com/dbdimitrov/BingleSeq|https://www.ebiotrade.com/newsf/2020-12/20201223172055189.htm,https://github.com/dbdimitrov/BingleSeq
biolord,https://biolord.readthedocs.io/en/latest/|https://github.com/nitzanlab/biolord,https://biolord.readthedocs.io/en/latest/
CellView,https://github.com/mohanbolisetty/CellView,https://github.com/mohanbolisetty/CellView
CONGAS,https://github.com/caravagnalab/congas,https://github.com/caravagnalab/congas
CSHMM-TF,https://github.com/jessica1338/CSHMM-TF-for-time-series-scRNA-Seq,https://github.com/jessica1338/CSHMM-TF-for-time-series-scRNA-Seq
DrivAER,https://github.com/lkmklsmn/DrivAER,https://github.com/lkmklsmn/DrivAER
dynDeepDRIM,https://github.com/ericcombiolab/dynDeepDRIM,https://github.com/ericcombiolab/dynDeepDRIM
fastTopics,https://github.com/stephenslab/fastTopics|https://github.com/stephenslab/fastTopics/tree/master/vignettes|https://cran.r-project.org/web/packages/fastTopics/index.html,https://github.com/stephenslab/fastTopics
fba,https://fba.readthedocs.io/en/latest/|https://github.com/jlduan/fba,https://fba.readthedocs.io/en/latest/
FRmatch,https://github.com/JCVenterInstitute/FRmatch,https://github.com/JCVenterInstitute/FRmatch
HDMC,https://github.com/zhanglabNKU/HDMC,https://github.com/zhanglabNKU/HDMC
ISnorm,https://github.com/bioliyezhang/ISnorm,https://github.com/bioliyezhang/ISnorm
MicroCellClust,https://github.com/agerniers/MicroCellClust,https://github.com/agerniers/MicroCellClust
MRFscRNAseq,https://github.com/eddiehli/MRFscRNAseq,https://github.com/eddiehli/MRFscRNAseq
Psix,https://github.com/lareaulab/Psix,https://github.com/lareaulab/Psix
pyNVR,https://github.com/KenLauLab/NVR,https://github.com/KenLauLab/NVR
quasildr,https://quasildr.readthedocs.io/en/latest/|https://github.com/jzthree/quasildr,https://quasildr.readthedocs.io/en/latest/
RGGC,https://github.com/zliu3/RGGC,https://github.com/zliu3/RGGC
scAAnet,https://github.com/AprilYuge/scAAnet_latest,https://github.com/AprilYuge/scAAnet_latest
SCAFE,https://github.com/chung-lab/scafe,https://github.com/chung-lab/scafe
scasa,https://github.com/eudoraleer/scasa,https://github.com/eudoraleer/scasa
schex,https://bioconductor.org/packages/release/bioc/html/schex.html|https://github.com/saskiafreytag/schex|https://github.com/saskiafreytag/schex/tree/master/vignettes,https://bioconductor.org/packages/release/bioc/html/schex.html
SCING,https://github.com/XiaYangLabOrg/SCING,https://github.com/XiaYangLabOrg/SCING
scISR,https://github.com/duct317/scISR,https://github.com/duct317/scISR
SCISSORS,https://github.com/jr-leary7/SCISSORS,https://github.com/jr-leary7/SCISSORS
scKINETICS,https://scKINETICS.readthedocs.io/en/latest/|https://github.com/dpeerlab/scKINETICS,https://scKINETICS.readthedocs.io/en/latest/
scMEGA,https://github.com/CostaLab/scMEGA,https://github.com/CostaLab/scMEGA
scMOO,https://github.com/Zhangxf-ccnu/scMOO,https://github.com/Zhangxf-ccnu/scMOO
scPlant,https://github.com/compbioNJU/scPlant,https://github.com/compbioNJU/scPlant
scSemiAE,https://github.com/PlusoneD/scSemiAE,https://github.com/PlusoneD/scSemiAE
scShaper,https://github.com/elolab/scshaper,https://github.com/elolab/scshaper
scsnv,https://scsnv.readthedocs.io/en/latest/|https://github.com/GWW/scsnv,https://scsnv.readthedocs.io/en/latest/
Sharq,https://bitbucket.org/princessmaximacenter/Sharq,https://bitbucket.org/princessmaximacenter/Sharq
sleepwalk,https://github.com/anders-biostat/sleepwalk,https://github.com/anders-biostat/sleepwalk
TAR-scRNA-seq,https://github.com/fw262/TAR-scRNA-seq,https://github.com/fw262/TAR-scRNA-seq
TedSim,https://github.com/Galaxeee/TedSim,https://github.com/Galaxeee/TedSim
TFvelo,https://github.com/xiaoyeye/TFvelo,https://github.com/xiaoyeye/TFvelo
topslam,https://github.com/mzwiessele/topslam,https://github.com/mzwiessele/topslam
XenoCell,https://gitlab.com/XenoCell/XenoCell|https://gitlab.com/xenocell/xenocell/-/blob/master/README.md,https://gitlab.com/XenoCell/XenoCell
BRAPeS,https://github.com/YosefLab/BRAPeS,https://github.com/YosefLab/BRAPeS
Chord,https://github.com/13308204545/Chord,https://github.com/13308204545/Chord
DTFLOW,https://github.com/statway/DTFLOW,https://github.com/statway/DTFLOW
eQTLsingle,https://github.com/horsedayday/eQTLsingle,https://github.com/horsedayday/eQTLsingle
G2S3,https://github.com/ZWang-Lab/G2S3,https://github.com/ZWang-Lab/G2S3
hypercluster,https://hypercluster.readthedocs.io/en/latest/|https://github.com/liliblu/hypercluster,https://hypercluster.readthedocs.io/en/latest/
iCellR,https://github.com/rezakj/iCellR|https://cran.r-project.org/web/packages/iCellR/index.html,https://github.com/rezakj/iCellR
ISOP,https://github.com/nghiavtr/ISOP|https://github.com/nghiavtr/ISOP/tree/master/inst/doc|https://github.com/nghiavtr/ISOP/tree/master/vignettes,https://github.com/nghiavtr/ISOP
MacroPolo,https://github.com/chanwkimlab/MarcoPolo,https://github.com/chanwkimlab/MarcoPolo
MarkovHC,https://github.com/ZhenyiWangTHU/MarkovHC,https://github.com/ZhenyiWangTHU/MarkovHC
PAUSE,https://github.com/suinleelab/PAUSE,https://github.com/suinleelab/PAUSE
pLDA,https://github.com/wuxiaotiankevin/pLDA,https://github.com/wuxiaotiankevin/pLDA
RCSL,https://bioconductor.org/packages/release/bioc/html/RCSL.html|https://github.com/QinglinMei/RCSL|https://rdrr.io/github/QinglinMei/RCSL/man/RCSL.html,https://bioconductor.org/packages/release/bioc/html/RCSL.html
RSCORE,https://github.com/wycwycpku/RSCORE,https://github.com/wycwycpku/RSCORE
ruvIIInb,https://github.com/limfuxing/ruvIIInb,https://github.com/limfuxing/ruvIIInb
scAMACE,https://github.com/cuhklinlab/scAMACE,https://github.com/cuhklinlab/scAMACE
scAMACE_py,https://github.com/cuhklinlab/scAMACE_py,https://github.com/cuhklinlab/scAMACE_py
scCorr,https://github.com/CBIIT-CGBB/scCorr,https://github.com/CBIIT-CGBB/scCorr
scFeatures,https://bioconductor.org/packages/release/bioc/html/scFeatures.html|https://github.com/SydneyBioX/scFeatures,https://bioconductor.org/packages/release/bioc/html/scFeatures.html
scNPF,https://github.com/BMILAB/scNPF,https://github.com/BMILAB/scNPF
SDImpute,https://github.com/Jinsl-lab/SDImpute,https://github.com/Jinsl-lab/SDImpute
SEMITONES,https://github.com/ohlerlab/SEMITONES|https://github.com/ohlerlab/SEMITONES/wiki|https://github.com/ohlerlab/SEMITONES/tree/master/tutorial,https://github.com/ohlerlab/SEMITONES
SignacX,https://github.com/mathewchamberlain/SignacX|https://github.com/mathewchamberlain/SignacX/tree/master/vignettes,https://github.com/mathewchamberlain/SignacX
SimiC,https://github.com/jianhao2016/simicLASSO_git,https://github.com/jianhao2016/simicLASSO_git
SISUA,https://github.com/trungnt13/sisua,https://github.com/trungnt13/sisua
Wx,https://github.com/deargen/DearWXpub,https://github.com/deargen/DearWXpub
ZIAQ,https://github.com/gefeizhang/ZIAQ,https://github.com/gefeizhang/ZIAQ
ZINBAE,https://github.com/ttgump/ZINBAE,https://github.com/ttgump/ZINBAE
